ID,numax,delta_nu,e_delta_nu,epsilon,e_epsilon,alpha,e_alpha,D,e_D,delta_Pi,e_delta_Pi,q,e_q,epsilon_g,e_epsilon_g,f_shift,e_f_shift,Omega_g,e_Omega_g,Omega_p,e_Omega_p,Teff,e_Teff,Lum,e_Lum,Fe/H,e_Fe/H,mass,e_mass,radius,e_radius,inclination,e_inclination,linewidth0,e_linewidth0,age,e_age,ruwe
KIC10854977,182.854929,14.694594,0.014963,0.361833,0.012509,0.000854,0.001248,0.320681,0.0063,85.504089,0.01778,0.159596,0.001526,0.246364,0.013367,0.684658,0.021942,3.524076,0.035071,0.030327,0.08423,4911.6,81.7,1.004,0.0165,-0.066,0.018,1.33,0.08,4.86,0.11,64.713431,3.13647,0.045349,0.004741,6.391,4.3625,0.91161
KIC10858675,90.243481,8.175807,0.014783,0.107377,0.020639,0.007897,0.001437,0.197386,0.004692,72.959841,0.02697,0.13156,0.006445,0.149356,0.057264,0.541192,0.023045,9999,9999,9999,9999,4733.8,85.3,1.349,0.2665,-0.048,0.007,1.45,0.08,7.38,0.14,9999,9999,9999,9999,9999,9999,0.926654
KIC10862184,105.696066,9.298481,0.00715,0.15806,0.009363,0.004734,0.000807,0.199847,0.004677,75.217054,0.016119,0.122897,0.003049,0.170869,0.026513,0.601245,0.018383,3.891408,0.028057,0.149689,0.077316,4742.3,84.7,1.237,0.149,0.09,-0.0195,1.42,0.09,6.74,0.16,86.433559,1.495254,0.060547,0.006802,6.598,1.141,0.992271
KIC10862329,126.165558,11.181952,0.009107,0.165773,0.009718,0.0094,0.000733,0.251897,0.005264,79.122519,0.01324,0.146158,0.00293,0.234636,0.016827,0.71384,0.019755,4.481199,0.035222,0.151198,0.085428,4920.8,88.25,1.183,0.103,-0.325,0.002,1.3,0.08,5.81,0.13,82.208145,2.412881,0.065745,0.007348,14.568,1.292,1.02689
KIC10863834,79.160817,7.326388,0.01243,0.070006,0.018925,0.005501,0.001477,0.167689,0.005826,69.907666,0.03096,0.123948,0.010949,0.109803,0.072719,0.487878,0.029383,9999,9999,9999,9999,4825.5,83.75,1.43,0.4555,-0.173,-0.0165,1.29,0.07,7.52,0.14,9999,9999,9999,9999,7.519,1.0615,1.41042
KIC10866415,96.745928,8.84107,0.006883,0.07723,0.009158,0.007164,0.00083,0.19927,0.004749,75.131502,0.015344,0.1383,0.003553,0.195038,0.025856,0.548058,0.020184,4.284138,0.026935,0.123043,0.081065,4756.3,84.6,1.278,0.1165,-0.002,0.0055,1.3,0.07,6.77,0.13,85.625721,1.50806,0.092729,0.00937,7.13,1.0005,1.009878
KIC10873513,138.992346,11.765541,0.012092,0.250955,0.011765,0.002893,0.000798,0.263779,0.005956,80.50112,0.030638,0.139245,0.002799,0.246972,0.033861,0.705017,0.023198,1.040761,0.056524,0.008168,0.112202,4905.1,84.8,1.144,0.0335,-0.075,-0.023,1.34,0.08,5.66,0.13,81.639067,4.456784,0.048677,0.006489,9999,9999,1.038031
KIC10876892,164.199142,13.108282,0.013669,0.289418,0.01307,0.003202,0.00102,0.275674,0.005753,82.091267,0.022662,0.140016,0.002095,0.232772,0.020547,0.730335,0.020745,4.46125,0.04487,0.178868,0.07132,4829.1,84.8,1.078,0.01,0.051,0.01,1.39,0.09,5.29,0.12,81.999119,1.774993,0.071624,0.006806,5.666,0.7605,1.006274
KIC10878693,71.131461,6.653031,0.015501,0.022186,0.025522,0.011139,0.001885,0.152982,0.004553,67.790783,0.03483,0.137114,0.014166,0.1427,0.100356,0.406476,0.031385,9999,9999,9999,9999,4740.6,92.95,1.564,0.579,-0.118,-0.0035,1.54,0.1,8.58,0.21,9999,9999,9999,9999,9999,9999,0.945061
KIC10880639,214.53,17.873381,0.009649,0.378783,0.006707,0.002275,0.000587,0.396166,0.005461,90.653892,0.0331,0.183255,0.001822,0.312342,0.017338,0.662121,0.019897,5.607801,0.064797,-0.030741,0.06727,5020.7,90.95,0.942,0.004,-0.416,-0.001,0.84,0.06,3.61,0.09,85.315171,2.193244,0.051594,0.004977,9999,9999,1.067216
KIC10881810,150.320711,11.901103,0.005843,0.225173,0.006318,0.00464,0.000522,0.25327,0.004924,78.178784,0.016725,0.135223,0.002341,0.141589,0.018145,0.568745,0.018514,5.897358,0.065323,-0.013578,0.091028,5005,87.7,1.256,0.106,-0.186,-0.0125,1.41,0.07,5.67,0.1,25.341425,2.267378,0.114245,0.011022,4.116,0.601,0.764508
KIC10903871,100.997905,8.983613,0.009706,0.181647,0.012475,0.003716,0.001142,0.197943,0.005517,74.04693,0.021238,0.124717,0.004014,0.158952,0.035818,0.584369,0.021734,2.999647,0.033686,0.114103,0.076361,4902.2,92.75,1.381,0.3305,-0.47,0.011,1.4,0.08,6.82,0.15,66.21595,2.145104,0.050056,0.006389,9999,9999,1.028777
KIC10903874,185.380366,14.568636,0.011024,0.316279,0.010244,0.001194,0.000676,0.322644,0.005011,84.917415,0.01563,0.160521,0.001438,0.287415,0.012291,0.646642,0.01776,2.843684,0.043507,0.032017,0.068044,4942.6,81.45,1.058,0.015,-0.119,-0.0185,1.24,0.06,4.73,0.09,61.133453,1.617532,0.070813,0.006134,8.071,0.9905,1.020188
KIC10904520,104.227125,9.169067,0.007279,0.110166,0.009884,0.010809,0.000688,0.212731,0.004238,73.938334,0.014368,0.123105,0.00341,0.189146,0.023781,0.561779,0.019058,4.124548,0.029841,0.077303,0.072346,4878.4,81.45,1.327,0.186,-0.165,0.0195,1.3,0.06,6.53,0.12,86.387149,1.484956,0.088312,0.008675,6.017,0.9015,1.077199
KIC10905697,161.107091,12.847233,0.013198,0.280444,0.012905,0.002099,0.00104,0.269693,0.005537,81.388258,0.033896,0.12854,0.002135,0.278674,0.030577,0.686563,0.019074,4.172851,0.04247,-0.143655,0.071643,4777.2,81.3,1.109,0.019,0.135,-0.0165,1.4,0.08,5.38,0.12,71.537216,2.034508,0.043934,0.004627,5.784,0.7015,1.01741
KIC10905767,134.857079,11.588503,0.011566,0.176287,0.012123,0.008451,0.000774,0.28385,0.004395,79.770738,0.013624,0.154743,0.002552,0.22179,0.016934,0.683915,0.016954,3.468371,0.025787,0.119112,0.080048,4969,82.8,1.204,0.0675,-0.277,-0.02,1.25,0.07,5.56,0.12,87.427911,1.019735,0.065682,0.004465,9999,9999,0.938743
KIC10909816,152.761978,12.078638,0.006496,0.208301,0.006952,0.009977,0.000546,0.258928,0.005265,78.153335,0.028973,0.129301,0.00329,0.445125,0.031828,0.656374,0.021647,9999,9999,9999,9999,4862.8,81.8,1.198,0.0825,-0.072,-0.0165,1.65,0.1,5.97,0.13,9999,9999,9999,9999,3.769,0.451,1.157118
KIC10910197,111.008944,9.92324,0.012337,0.159691,0.013647,0.005025,0.001058,0.21861,0.005468,77.012242,0.01339,0.135969,0.003121,0.179523,0.019993,0.642458,0.022941,3.930401,0.02999,0.186701,0.08995,4831.2,85.15,1.237,0.194,-0.108,0.011,1.11,0.05,5.87,0.1,76.655828,2.103673,0.072487,0.011702,10.45,1.7715,1.125829
KIC10916563,76.404162,7.220623,0.012724,0.065275,0.018323,0.010513,0.001449,0.18861,0.006453,70.156552,0.020033,0.129014,0.005934,0.100504,0.050623,0.510937,0.027298,3.874054,0.02844,-0.048673,0.101114,4857.6,84.7,1.435,0.4385,-0.275,0.0015,1.3,0.07,7.65,0.15,84.303265,2.135067,0.081071,0.014805,9999,9999,0.993302
KIC10917124,196.646174,15.757259,0.017013,0.376438,0.013558,0.001379,0.001937,0.344177,0.006528,87.206952,0.045931,0.157167,0.002818,0.295454,0.029984,0.720079,0.029473,1.515002,0.180875,0.348896,0.126835,4901,81.2,1.056,0.1955,-0.072,-0.0095,1.08,0.07,4.26,0.11,82.478099,4.517644,0.052807,0.007861,9.688,0.87,0.981361
KIC10919239,168.771549,13.795332,0.005714,0.229693,0.005463,0.008615,0.000374,0.316888,0.004698,84.56468,0.011082,0.147252,0.001409,0.243973,0.008956,0.761905,0.017368,5.902887,0.039633,0.238223,0.062966,4814.3,84.75,1.005,0.014,0.028,-0.0025,1.14,0.07,4.77,0.1,36.5985,2.237673,0.055097,0.004217,8.963,0.88,0.960277
KIC10920328,163.02392,12.909513,0.029341,0.259944,0.02852,0.006026,0.002151,0.268884,0.010744,80.189805,0.075101,0.147908,0.004936,0.189393,0.070973,0.57587,0.034017,9999,9999,9999,9999,4994.1,84.4,1.143,0.076,-0.329,0,1.49,0.1,5.47,0.13,9999,9999,9999,9999,9999,9999,0.946821
KIC10920437,83.783266,8.071636,0.012153,-0.016927,0.015331,0.012099,0.001488,0.196184,0.005448,68.96392,0.018069,0.140508,0.006525,0.122809,0.042465,0.536032,0.024622,8.241254,0.038661,-0.115538,0.137634,5107.8,93.55,1.599,0.603,-1.265,-0.003,1.47,0.09,7.54,0.17,85.653853,3.281636,9999,9999,9999,9999,1.100636
KIC10920456,123.917561,11.159134,0.008533,0.19681,0.008976,0.008174,0.000934,0.255609,0.005476,78.897654,0.01738,0.154934,0.002202,0.198165,0.022097,0.717444,0.021361,5.097641,0.036616,0.058748,0.085466,4963,87.85,1.168,0.0815,-0.492,-0.014,1.25,0.08,5.71,0.13,49.55414,1.551318,0.067984,0.0075,9999,9999,1.040618
KIC10920746,244.86,17.102923,0.011957,0.349297,0.010387,0.001371,0.000623,0.29955,0.005882,96.627918,0.020219,0.169315,0.001202,0.247172,0.008557,0.814636,0.020909,8.270799,0.050662,0.400399,0.074834,5264.7,138.8,1.238,0.675,-0.187,-0.0145,1.57,0.1,4.6,0.1,85.751878,1.461376,0.09226,0.004501,1.943,0.3635,9.640159
KIC10920861,130.446393,11.673366,0.027982,0.299044,0.027971,0.007175,0.006302,0.266579,0.007039,80.233106,0.110365,0.15073,0.005009,0.257297,0.130599,0.787604,0.025755,3.982186,0.081991,0.033865,0.152077,5047,155,1.180464,0.056545,-0.88,0.3,1.03,0.06,5.1,0.11,79.014873,3.245937,0.04302,0.006304,9999,9999,0.935875
KIC10924096,201.04,15.244968,0.006172,0.326709,0.005258,0.004565,0.000385,0.324367,0.005086,83.8309,0.015612,0.143079,0.001229,0.243984,0.011086,0.655116,0.017668,5.203616,0.047448,0.157302,0.063036,4763.9,79.25,0.994,0.0215,0.03,0.004,1.4,0.08,4.79,0.1,41.452522,1.458704,0.061457,0.00444,9999,9999,0.88682
KIC10924652,153.218608,12.693812,0.008439,0.23026,0.008724,0.006294,0.000654,0.287039,0.005586,82.45993,0.015258,0.143528,0.001703,0.231575,0.01412,0.72156,0.02042,4.240648,0.032522,0.013131,0.059593,4777.2,83.1,0.99,0.0205,0.024,-0.007,1.09,0.05,4.95,0.09,86.608032,1.045954,0.053357,0.004732,8.097,1.4405,1.867846
KIC10931578,210.65,15.955386,0.00797,0.330138,0.007025,0.005645,0.000517,0.318954,0.004699,86.388172,0.017418,0.138272,0.001117,0.251338,0.010581,0.729423,0.01887,4.173234,0.041439,0.125089,0.069134,4722.9,78.3,0.923,0.021,0.372,-0.0135,1.21,0.06,4.41,0.08,55.662496,2.18011,0.071055,0.006581,9999,9999,0.916456
KIC10932270,106.477978,8.583592,0.009153,0.102274,0.014632,0.007074,0.000988,0.183255,0.004661,84.13777,0.022248,0.131454,0.003174,0.188195,0.028288,0.391985,0.019525,3.175804,0.037155,0.078266,0.085592,4847.1,85.45,1.469,0.381,-0.058,0.0125,1.8,0.09,7.61,0.14,69.522629,1.75969,0.086106,0.008358,1.886,0.251,0.861315
KIC10933234,123.7921,10.57842,0.010423,0.234071,0.011709,0.006201,0.000789,0.250722,0.004324,78.448454,0.019034,0.131029,0.002618,0.205837,0.025142,0.639938,0.0189,3.515778,0.045,0.022025,0.095836,4763.9,86.65,1.167,0.0575,0,-0.0065,1.33,0.08,6.01,0.13,54.689435,1.61252,0.070121,0.006206,9999,9999,0.970049
KIC10934164,144.633333,11.35135,0.018096,0.217963,0.021222,0.00825,0.001285,0.233687,0.006576,67.73635,0.064346,0.118909,0.004674,0.236044,0.090656,0.684428,0.035386,9999,9999,9999,9999,5053.1,82.4,1.393,0.356,-0.42,0.018,1.87,0.12,6.47,0.15,9999,9999,9999,9999,9999,9999,1.069018
KIC10935377,153.779802,12.925752,0.007057,0.259219,0.006255,0.004028,0.00046,0.297874,0.004817,82.243643,0.017148,0.15952,0.001864,0.230627,0.016512,0.741128,0.019546,3.61049,0.044879,0.097482,0.076131,4969.3,88.4,1.076,0.059,-0.283,-0.016,1.1,0.05,4.91,0.09,73.116795,1.565255,0.071059,0.00499,9999,9999,1.004602
KIC10937071,176.572425,13.979488,0.007849,0.264577,0.007144,0.005094,0.00059,0.301165,0.005578,84.258799,0.022967,0.147594,0.001893,0.275065,0.019036,0.750368,0.018171,6.097458,0.0488,0.020762,0.07424,4798.4,83.8,1.031,0.0185,0.143,0.001,1.26,0.06,4.87,0.09,70.984585,1.511127,0.074673,0.006979,6.997,1.381,1.057712
KIC10963918,214.41,16.642559,0.012344,0.3874,0.010302,0.001606,0.000694,0.366807,0.004829,89.189472,0.016464,0.162199,0.001157,0.265969,0.009868,0.706125,0.016956,5.18732,0.034785,0.005517,0.066316,4876.8,81.3,0.953,0.02,-0.009,0.0135,1.17,0.07,4.24,0.09,69.722228,1.376432,0.086315,0.006032,8.602,1.432,2.593985
KIC10965043,193.152911,15.507745,0.018094,0.335402,0.014636,0.004761,0.001176,0.362407,0.006483,86.652323,0.033032,0.170467,0.002684,0.262299,0.023354,0.71903,0.027193,9999,9999,9999,9999,4952.8,84.9,0.991,0.016,-0.267,0.003,1.26,0.08,4.59,0.1,9999,9999,9999,9999,12.931,1.291,1.002647
KIC10971746,194.988108,15.029214,0.008364,0.302359,0.007802,0.006361,0.00072,0.324483,0.005271,84.453558,0.027677,0.145054,0.002159,0.255933,0.01991,0.63242,0.020124,9999,9999,9999,9999,4836,83.1,1.012,0.019,-0.015,-0.001,1.37,0.08,4.82,0.11,9999,9999,9999,9999,9999,9999,0.980607
KIC10971845,84.260357,7.876227,0.015681,0.13669,0.022749,0.001738,0.002443,0.183177,0.005087,71.916765,0.0304,0.128531,0.004885,0.064319,0.066694,0.547711,0.021983,3.197222,0.042736,0.045356,0.112849,4925.1,81.1,1.408,0.449,-0.275,-0.0195,1.4,0.09,7.42,0.16,48.615157,2.36839,0.072428,0.011348,9999,9999,0.960976
KIC10971897,228.96,17.981468,0.008146,0.359582,0.005943,0.003802,0.000559,0.40986,0.005121,91.169961,0.013748,0.177395,0.0012,0.2592,0.007392,0.721381,0.017755,7.19185,0.03534,-0.06286,0.064832,4915.3,80.15,0.91,0.0235,-0.244,-0.0145,1.09,0.07,3.96,0.09,84.13593,1.507904,0.042563,0.004092,18.231,2.4015,1.008384
KIC10972321,221.37,16.574803,0.010081,0.361254,0.008336,0.000584,0.000548,0.356327,0.005641,86.852517,0.015003,0.160895,0.00124,0.272177,0.00861,0.657235,0.017993,4.407302,0.041517,0.1307,0.064468,4863.8,83.55,0.962,0.0195,-0.023,-0.014,1.45,0.09,4.62,0.1,71.831114,1.54154,0.052574,0.005094,5.906,0.74,0.977172
KIC10977146,163.527139,12.769066,0.005778,0.296681,0.006309,0.001767,0.000402,0.274622,0.005139,79.73251,0.013328,0.134334,0.001796,0.169561,0.012625,0.655883,0.01749,2.792928,0.032157,0.18585,0.066133,4847.4,79.2,1.179,0.0835,0.04,-0.021,1.3,0.06,5.21,0.1,83.113887,1.68008,0.065816,0.00434,5.299,0.951,1.058499
KIC10977979,198.267135,15.422429,0.004879,0.309328,0.003753,0.002975,0.000357,0.340946,0.00488,86.362397,0.012185,0.158196,0.001278,0.244739,0.008621,0.671122,0.019702,5.138026,0.033387,0.111382,0.056728,4903.5,79.65,1.031,0.019,-0.019,0.001,1.15,0.05,4.44,0.08,72.750239,1.254631,0.058071,0.004392,7.519,0.982,1.032057
KIC10978581,116.444573,9.543024,0.009627,0.121818,0.012752,0.008555,0.000704,0.208637,0.00498,72.566744,0.012735,0.111333,0.002439,0.255711,0.021331,0.541392,0.017695,4.172313,0.025206,0.148717,0.070295,4857.1,78.75,1.375,0.4015,-0.065,-0.019,1.5,0.07,6.67,0.12,59.680477,1.798381,0.070774,0.008977,3.398,0.492,0.942385
KIC10979458,119.738085,10.287029,0.01255,0.239388,0.014579,0.002874,0.001321,0.227084,0.005292,78.044221,0.021972,0.130562,0.003183,0.219191,0.029897,0.606323,0.018749,6.406637,0.040221,0.060404,0.090361,4762,86.25,1.154,0.086,0.066,-0.0005,1.32,0.08,6.1,0.13,9999,9999,9999,9999,7.201,0.89,1.008248
KIC10982591,207.98,16.531995,0.011276,0.355159,0.008942,0.00083,0.000637,0.369757,0.00516,88.829638,0.024748,0.173247,0.001923,0.298069,0.015843,0.702863,0.022618,9999,9999,9999,9999,4914.5,83.05,0.936,0.02,-0.282,0.0135,1.17,0.07,4.3,0.1,9999,9999,9999,9999,14.643,2.941,0.930133
KIC10989961,80.495794,7.535719,0.015073,0.116919,0.022999,0.006693,0.001442,0.179198,0.005189,71.600814,0.032015,0.139257,0.006542,0.063045,0.077312,0.520658,0.027626,4.404219,0.047047,0.13567,0.126078,4864.9,86.9,1.425,0.415,-0.265,0.0105,1.22,0.06,7.23,0.14,40.394093,2.427203,0.111851,0.014262,10.405,1.442,1.038417
KIC11013433,156.458387,13.725119,0.031077,0.236421,0.026284,0.002824,0.002382,0.343874,0.006958,81.871277,0.034129,0.210152,0.003899,0.242352,0.033816,0.717703,0.030918,3.133634,0.066536,0.801734,0.139637,5182.6,91.45,1.501,0.946,-1.196,-0.003,1.09,0.08,4.76,0.12,69.610419,4.049879,0.08675,0.007662,9999,9999,1.379637
KIC11013598,116.481416,10.71694,0.0105,0.153682,0.01121,0.009445,0.000928,0.257819,0.00514,77.981806,0.016074,0.150341,0.002898,0.189813,0.023467,0.668328,0.021406,3.811767,0.029035,0.111914,0.080755,4943,82.1,1.241,0.1575,-0.17,0.001,1.04,0.07,5.5,0.13,85.168486,1.338262,0.057211,0.005019,9999,9999,0.946258
KIC11015392,242.85,17.839767,0.011789,-0.59144,0.009151,0.000446,0.000588,0.379943,0.005609,90.144922,0.018823,0.154717,0.001279,0.258345,0.009429,0.757852,0.019321,3.595816,0.038557,0.066685,0.058293,4812.3,77.3,0.869,0.013,0.237,-0.0115,1.2,0.06,4.08,0.07,85.251028,1.32467,0.049081,0.00358,7.648,1.251,0.828148
KIC11017831,226.8,16.955907,0.010477,0.360762,0.008377,0.00225,0.000901,0.349285,0.005852,86.958714,0.020423,0.163921,0.001556,0.492814,0.012164,0.632186,0.019368,7.763337,0.04775,0.045169,0.069257,4962.3,79.1,0.971,0.01,-0.083,-0.01,1.39,0.07,4.46,0.09,85.132752,1.346377,0.078726,0.005754,7.091,1.14,0.985937
KIC11018281,122.790158,10.972575,0.016198,0.215418,0.017021,0.004575,0.001734,0.249804,0.005709,78.929761,0.036835,0.142081,0.003443,0.316466,0.049778,0.730293,0.023402,5.588465,0.078269,0.069005,0.123659,4906.9,86,1.193,0.163,-0.393,-0.011,1.22,0.07,5.73,0.12,30.586659,2.309082,0.069654,0.008703,9999,9999,1.026302
KIC11020211,109.29782,9.982586,0.008698,0.113184,0.009446,0.011145,0.000739,0.236056,0.005019,77.118037,0.02777,0.143874,0.004954,0.231931,0.042867,0.656834,0.023116,9999,9999,9999,9999,4978.2,88.6,1.214,0.0175,-0.478,0.002,1.11,0.06,5.87,0.11,9999,9999,9999,9999,9999,9999,0.922294
KIC11029517,114.163989,9.946197,0.008548,0.197373,0.010462,0.002498,0.000851,0.221184,0.00463,75.857796,0.018281,0.136435,0.002514,0.180894,0.028587,0.619,0.020605,3.434051,0.026406,0.130715,0.077665,4895.5,86.4,1.296,0.233,-0.435,-0.015,1.46,0.09,6.49,0.14,70.482847,1.332563,0.05955,0.005336,9999,9999,0.97532
KIC11030524,96.617318,8.937525,0.007342,0.115259,0.009096,0.010013,0.000954,0.217261,0.005263,74.778522,0.015113,0.140192,0.002495,0.183978,0.028495,0.593288,0.017451,3.223583,0.028854,0.05473,0.081946,4832.9,86.25,1.265,0.138,-0.257,0.0105,1.06,0.05,6.16,0.11,55.856029,3.012593,0.069731,0.0066,11.334,2.4225,0.996163
KIC11031230,83.486776,8.080539,0.01461,0.108476,0.019282,0.008533,0.001365,0.198446,0.006504,72.955203,0.028307,0.143151,0.0082,0.04979,0.061872,0.557827,0.030073,9999,9999,9999,9999,4815.1,82.1,1.366,0.364,-0.401,-0.005,1.3,0.08,7.19,0.17,9999,9999,9999,9999,9999,9999,1.02629
KIC11032610,104.648141,9.093997,0.009175,0.177176,0.012115,0.006153,0.000931,0.207806,0.004358,74.40642,0.020743,0.117523,0.0034,0.191922,0.035441,0.553368,0.018339,3.628467,0.035434,0.027447,0.078328,4724.9,86.55,1.292,0.3085,-0.119,0.011,1.47,0.09,6.86,0.15,87.598024,1.108984,0.052055,0.005293,5.27,0.861,0.984003
KIC11033420,119.49373,10.206472,0.009222,0.160672,0.010521,0.008294,0.000773,0.227341,0.004718,76.735778,0.015366,0.134031,0.002805,0.157137,0.021411,0.622842,0.020581,4.836673,0.038329,0.112277,0.083981,4774.7,85.9,1.187,0.1185,-0.009,-0.01,1.44,0.09,6.34,0.14,85.953244,1.410665,0.072159,0.008405,5.344,1.0625,0.944101
KIC11033569,96.329775,8.475281,0.007434,0.065216,0.010413,0.007644,0.001031,0.18439,0.004969,74.436634,0.015018,0.114493,0.003204,0.205188,0.026219,0.516979,0.018738,3.835593,0.033474,-0.175482,0.081661,4618.5,79.15,1.251,0.152,0.359,-0.0075,1.47,0.07,7.21,0.13,56.700392,4.181641,0.114337,0.016765,7.198,1.0315,1.125255
KIC11036477,126.574383,10.401756,0.008678,0.254875,0.010123,0.001736,0.000628,0.225815,0.004911,76.19131,0.018037,0.121504,0.002263,0.261394,0.023267,0.632112,0.017879,4.32807,0.026808,0.184938,0.064676,4787.6,80.8,1.214,0.0725,0.138,-0.02,1.38,0.07,6.12,0.11,84.697056,1.330548,0.067979,0.006679,4.562,1.001,0.912552
KIC11038809,251.79,17.958982,0.012681,0.398417,0.010352,0.002336,0.000896,0.352201,0.006826,87.993903,0.021404,0.157365,0.001067,0.278627,0.011011,0.681946,0.020322,4.14556,0.0478,0.138961,0.067097,4967.5,84.75,0.963,0.0285,0.022,-0.011,1.37,0.07,4.27,0.08,49.837026,1.855354,0.055941,0.005265,4.529,0.661,0.921053
KIC11043770,257.66,18.947471,0.012024,0.370211,0.008279,0.004607,0.000458,0.429577,0.005416,92.373042,0.018234,0.173456,0.001353,0.260649,0.008672,0.666133,0.020572,3.62804,0.049625,0.17404,0.058567,4795.9,82.5,0.861,0.0285,0.134,-0.0195,1.17,0.06,3.91,0.07,67.775743,2.161725,0.060535,0.015342,7.724,1.21,0.950494
KIC11043940,81.066803,7.750604,0.014733,0.087037,0.020171,0.009113,0.00156,0.186849,0.005525,72.113187,0.029941,0.134391,0.004938,0.049731,0.067031,0.480976,0.027818,3.687382,0.044003,0.161452,0.134197,4775.7,86.6,1.443,0.4505,-0.072,-0.0205,1.23,0.08,7.16,0.16,68.901531,2.947424,0.099733,0.016913,9999,9999,0.973607
KIC11045769,86.490396,8.223625,0.009916,0.119703,0.013023,0.005701,0.001349,0.196137,0.004735,73.998275,0.023452,0.124209,0.00499,0.1852,0.049037,0.505335,0.022225,4.444804,0.052259,-0.145846,0.114553,4895.3,90.8,1.326,0.299,-0.284,-0.015,1.03,0.05,6.43,0.12,44.971379,3.365314,0.070889,0.01402,14.761,2.4715,0.935807
KIC11068380,81.25472,7.651218,0.010802,0.098045,0.014683,0.008923,0.001276,0.186745,0.005144,72.703498,0.024967,0.114819,0.005556,0.103799,0.054231,0.46209,0.022647,3.754317,0.03483,-0.00978,0.091434,4745,88.2,1.338,0.242,-0.061,0.013,1.17,0.06,7.08,0.13,86.735427,2.146143,0.061375,0.009112,10.499,1.7515,1.089766
KIC11072982,138.274761,12.130015,0.011559,0.221046,0.011381,0.005624,0.001193,0.278125,0.005055,80.690881,0.029458,0.154427,0.003173,0.232622,0.032837,0.715359,0.020917,2.311489,0.041048,0.14128,0.088922,5001.2,86.25,1.137,0.0275,-0.526,0.01,1.24,0.07,5.41,0.11,75.069612,2.115257,0.067803,0.006798,9999,9999,0.969914
KIC11073401,79.093062,7.67359,0.011398,0.118232,0.015804,0.011737,0.001103,0.18932,0.00451,72.508974,0.035963,0.11204,0.005816,0.954422,0.078387,0.479245,0.024306,3.557153,0.052702,0.001113,0.089628,4759.1,84.4,1.361,0.376,-0.056,0.0045,1.26,0.08,7.31,0.16,69.017218,3.240585,0.09964,0.015804,9999,9999,1.04422
KIC11074880,151.983866,12.478251,0.016171,0.298989,0.015983,0.002754,0.001049,0.291019,0.00547,80.618263,0.020695,0.157269,0.00259,0.186236,0.020012,0.637642,0.021868,2.429502,0.04545,0.12738,0.085376,4996.3,85,1.251,0.1715,-0.425,0.0005,1.38,0.08,5.44,0.12,73.176577,2.535328,0.072163,0.007824,9999,9999,1.003871
KIC11082329,224.88,16.671234,0.019306,0.384646,0.016185,0.002029,0.001071,0.330411,0.008446,86.314745,0.036587,0.165325,0.001958,0.23511,0.022218,0.675611,0.023664,3.324015,0.05559,0.128259,0.089428,4964.1,84.85,1.095,0.019,-0.273,0.0005,1.5,0.12,4.63,0.12,71.291026,2.129985,0.04584,0.00647,5.895,0.852,0.956129
KIC11083613,89.940701,8.698457,0.010769,0.099926,0.01366,0.00975,0.001143,0.210273,0.004767,74.678423,0.025841,0.141298,0.006491,0.133157,0.047963,0.538823,0.028609,9999,9999,9999,9999,4923.9,86.85,1.315,0.1755,-0.577,0.008,0.96,0.05,6.06,0.11,9999,9999,9999,9999,9999,9999,0.793849
KIC11086949,137.708364,11.825989,0.006331,0.192442,0.006111,0.010223,0.000501,0.27941,0.00423,81.139492,0.019916,0.138253,0.003267,0.429427,0.021397,0.724477,0.022472,9999,9999,9999,9999,4824.1,84.6,1.053,0.018,-0.021,-0.019,1,0.05,5.02,0.09,9999,9999,9999,9999,10.482,0.78,0.937891
KIC11087371,146.616778,11.627916,0.007321,0.157111,0.008429,0.008506,0.000569,0.245637,0.003537,77.486402,0.019214,0.124795,0.003161,0.722873,0.019554,0.657386,0.022541,9999,9999,9999,9999,4752.9,76.2,1.17,0.005,0.202,-0.0055,1.41,0.08,5.77,0.12,9999,9999,9999,9999,4.1,0,0.986823
KIC11090674,206.44,16.317229,0.00541,0.310247,0.005285,0.004102,0.000457,0.358743,0.005457,88.156692,0.013597,0.166628,0.001334,0.275473,0.009253,0.702828,0.027025,5.837568,0.034501,-0.006233,0.018019,4959.2,81.55,0.973,0.017,-0.12,0.019,1.02,0.05,4.09,0.07,52.862028,1.706186,0.052039,0.004866,10.335,1.2105,0.813265
